isco_code,title,definition,tasks,major_code,submajor_code,major_group,submajor_group,prompt_text
411,General Office Clerks,General office clerks perform a range of clerical and administrative tasks according to established procedures.,"Tasks performed usually include: recording, preparing, sorting, classifying and filing information; sorting, opening and sending mail; photocopying and faxing documents; preparing reports and correspondence of a routine nature; recording issue of equipment to staff; responding to telephone or electronic enquiries or forwarding to appropriate person; checking figures, preparing invoices and recording details of financial transactions made; transcribing information onto computers, and proofreading and correcting copy.",4,41,Clerical Support Workers,General and Keyboard Clerks,"Major group:
Clerical Support Workers

Sub-major group:
General and Keyboard Clerks

Minor group:
General Office Clerks

Definition:
General office clerks perform a range of clerical and administrative tasks according to established procedures.

Tasks include:
Tasks performed usually include: recording, preparing, sorting, classifying and filing information; sorting, opening and sending mail; photocopying and faxing documents; preparing reports and correspondence of a routine nature; recording issue of equipment to staff; responding to telephone or electronic enquiries or forwarding to appropriate person; checking figures, preparing invoices and recording details of financial transactions made; transcribing information onto computers, and proofreading and correcting copy."
412,Secretaries (general),"Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks.","Tasks performed usually include: checking, formatting and transcribing correspondence, minutes and reports from dictation, electronic documents or written drafts to conform to office standards, using typewriter, personal computer or other word processing equipment; using various computer software packages, including spreadsheets, to provide administrative support; dealing with incoming or outgoing mail; scanning, recording and distributing mail, correspondence and documents; screening requests for meetings or appointments and helping to organize meetings; screening and recording staff-members’ leave and other entitlements; organizing and supervising filing systems; dealing with routine correspondence on their own initiative.",4,41,Clerical Support Workers,General and Keyboard Clerks,"Major group:
Clerical Support Workers

Sub-major group:
General and Keyboard Clerks

Minor group:
Secretaries (general)

Definition:
Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks.

Tasks include:
Tasks performed usually include: checking, formatting and transcribing correspondence, minutes and reports from dictation, electronic documents or written drafts to conform to office standards, using typewriter, personal computer or other word processing equipment; using various computer software packages, including spreadsheets, to provide administrative support; dealing with incoming or outgoing mail; scanning, recording and distributing mail, correspondence and documents; screening requests for meetings or appointments and helping to organize meetings; screening and recording staff-members’ leave and other entitlements; organizing and supervising filing systems; dealing with routine correspondence on their own initiative."
413,Keyboard Operators,"Keyboard operators input and process text and data, and prepare, edit and generate documents for storage, processing, publication and transmission.","Tasks performed usually include: entering data and codes required to process information; retrieving, confirming and updating data in storage and keeping records of data input; taking records of proceedings in rapid shorthand using computerized equipment and shorthand-writing machines; transcribing information recorded in shorthand and on sound recording equipment, and proofreading and correcting copy; reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming.",4,41,Clerical Support Workers,General and Keyboard Clerks,"Major group:
Clerical Support Workers

Sub-major group:
General and Keyboard Clerks

Minor group:
Keyboard Operators

Definition:
Keyboard operators input and process text and data, and prepare, edit and generate documents for storage, processing, publication and transmission.

Tasks include:
Tasks performed usually include: entering data and codes required to process information; retrieving, confirming and updating data in storage and keeping records of data input; taking records of proceedings in rapid shorthand using computerized equipment and shorthand-writing machines; transcribing information recorded in shorthand and on sound recording equipment, and proofreading and correcting copy; reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming."
421,"Tellers, Money Collectors and Related Clerks","Tellers, money collectors and related clerks perform money-handling operations in establishments relating to banking, postal services, betting or gambling, pawning and debt-collecting.",Tasks performed usually include: dealing with clients of banks or post offices in connection with money operations or postal services; receiving and paying off bets on results of sporting events; conducting gambling games; lending money against articles deposited or other securities; collecting debts and other payments.,4,42,Clerical Support Workers,Customer Services Clerks,"Major group:
Clerical Support Workers

Sub-major group:
Customer Services Clerks

Minor group:
Tellers, Money Collectors and Related Clerks

Definition:
Tellers, money collectors and related clerks perform money-handling operations in establishments relating to banking, postal services, betting or gambling, pawning and debt-collecting.

Tasks include:
Tasks performed usually include: dealing with clients of banks or post offices in connection with money operations or postal services; receiving and paying off bets on results of sporting events; conducting gambling games; lending money against articles deposited or other securities; collecting debts and other payments."
422,Client Information Workers,"Client information clerks provide or obtain information in person, by telephone or electronic means such as email in connection with making travel arrangements, describing the products or services of an organization, registering and greeting guests and visitors, making appointments, connecting telephone calls and collecting information from survey respondents or applicants for services.","Tasks performed usually include: preparing itineraries and making travel and hotel reservations for clients; greeting and receiving clients and visitors; registering accommodation guests; providing information concerning the goods, services or policies of an organization; making appointments; operating a telephone switchboard; interviewing survey respondents and applicants for eligibility.",4,42,Clerical Support Workers,Customer Services Clerks,"Major group:
Clerical Support Workers

Sub-major group:
Customer Services Clerks

Minor group:
Client Information Workers

Definition:
Client information clerks provide or obtain information in person, by telephone or electronic means such as email in connection with making travel arrangements, describing the products or services of an organization, registering and greeting guests and visitors, making appointments, connecting telephone calls and collecting information from survey respondents or applicants for services.

Tasks include:
Tasks performed usually include: preparing itineraries and making travel and hotel reservations for clients; greeting and receiving clients and visitors; registering accommodation guests; providing information concerning the goods, services or policies of an organization; making appointments; operating a telephone switchboard; interviewing survey respondents and applicants for eligibility."
431,Numerical Clerks,"Numerical clerks obtain, compile and compute accounting, bookkeeping, statistical, financial, and other numerical data, and take charge of cash transactions incidental to business matters.","Tasks performed usually include: helping with accounting and bookkeeping records and computations; calculating unit production costs; calculating wages and in some cases preparing wage packets and paying wages; taking charge of cash transactions incidental to the business; obtaining, compiling and computing statistical or actuarial data; performing clerical tasks relating to the financial transactions of an insurance establishment, bank or similar establishment.",4,43,Clerical Support Workers,Numerical and Material Recording Clerks,"Major group:
Clerical Support Workers

Sub-major group:
Numerical and Material Recording Clerks

Minor group:
Numerical Clerks

Definition:
Numerical clerks obtain, compile and compute accounting, bookkeeping, statistical, financial, and other numerical data, and take charge of cash transactions incidental to business matters.

Tasks include:
Tasks performed usually include: helping with accounting and bookkeeping records and computations; calculating unit production costs; calculating wages and in some cases preparing wage packets and paying wages; taking charge of cash transactions incidental to the business; obtaining, compiling and computing statistical or actuarial data; performing clerical tasks relating to the financial transactions of an insurance establishment, bank or similar establishment."
432,Material Recording and Transport Clerks,"Material recording and transport clerks keep records of goods produced, purchased, stocked and dispatched, and of materials needed at specified production dates, or keep records of operational aspects and coordinate the timing of passenger and freight transport.","Tasks performed usually include: recording goods produced, stocked, ordered and dispatched; recording production materials received, put into stock or issued; computing quantities of the production materials required at specified dates and helping with preparation and checking of production operation schedules; keeping records of operational aspects and coordinating the timing of passenger and freight transport.",4,43,Clerical Support Workers,Numerical and Material Recording Clerks,"Major group:
Clerical Support Workers

Sub-major group:
Numerical and Material Recording Clerks

Minor group:
Material Recording and Transport Clerks

Definition:
Material recording and transport clerks keep records of goods produced, purchased, stocked and dispatched, and of materials needed at specified production dates, or keep records of operational aspects and coordinate the timing of passenger and freight transport.

Tasks include:
Tasks performed usually include: recording goods produced, stocked, ordered and dispatched; recording production materials received, put into stock or issued; computing quantities of the production materials required at specified dates and helping with preparation and checking of production operation schedules; keeping records of operational aspects and coordinating the timing of passenger and freight transport."
441,Other Clerical Support Workers,"Other clerical support workers sort and deliver mail, file documents, prepare information for processing, maintain personnel records, check material for consistency with original source material, assist persons who cannot read or write, and perform various other specialized clerical duties.","Tasks performed usually include: recording information regarding acquisition, issue and return of library books; classifying and filing various documents and other records; maintaining personnel records; sorting, recording and delivering mail from post offices, as well as from or within an enterprise; coding; correcting proofs; performing a range of miscellaneous clerical duties; writing on behalf of persons who are unable to read or write.",4,44,Clerical Support Workers,Other Clerical Support Workers,"Major group:
Clerical Support Workers

Sub-major group:
Other Clerical Support Workers

Minor group:
Other Clerical Support Workers

Definition:
Other clerical support workers sort and deliver mail, file documents, prepare information for processing, maintain personnel records, check material for consistency with original source material, assist persons who cannot read or write, and perform various other specialized clerical duties.

Tasks include:
Tasks performed usually include: recording information regarding acquisition, issue and return of library books; classifying and filing various documents and other records; maintaining personnel records; sorting, recording and delivering mail from post offices, as well as from or within an enterprise; coding; correcting proofs; performing a range of miscellaneous clerical duties; writing on behalf of persons who are unable to read or write."
511,"Travel Attendants, Conductors and Guides","Travel attendants, conductors and guides provide various personal services in connection with travelling by aircraft, train, ship, bus or other vehicle, and escorting individuals and groups on travel tours, sightseeing visits and excursions.",Tasks performed usually include: ensuring the comfort and safety of passengers; serving food and refreshments; providing information and answering questions in connection with travel; collecting or issuing tickets on board public transport; accompanying individuals or groups on sightseeing tours or excursions and describing points of interest.,5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Travel Attendants, Conductors and Guides

Definition:
Travel attendants, conductors and guides provide various personal services in connection with travelling by aircraft, train, ship, bus or other vehicle, and escorting individuals and groups on travel tours, sightseeing visits and excursions.

Tasks include:
Tasks performed usually include: ensuring the comfort and safety of passengers; serving food and refreshments; providing information and answering questions in connection with travel; collecting or issuing tickets on board public transport; accompanying individuals or groups on sightseeing tours or excursions and describing points of interest."
512,Cooks,"Cooks plan, organize, prepare and cook meals, according to recipes or under the supervision of chefs, in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households.","Tasks performed usually include: planning meals, preparing and cooking foodstuffs; planning, supervising and coordinating the work of kitchen helpers; checking the quality of food; weighing, measuring and mixing ingredients according to recipes and personal judgement; regulating the temperature of ovens, grills, roasters and other cooking equipment; inspecting and cleaning the kitchen, kitchen equipment, serving areas, etc. to ensure safe and sanitary food handling practices; and operating large–volume cooking equipment such as grills, deep-fat fryers, or griddles.",5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Cooks

Definition:
Cooks plan, organize, prepare and cook meals, according to recipes or under the supervision of chefs, in hotels, restaurants and other eating places, on board ships, on passenger trains and in private households.

Tasks include:
Tasks performed usually include: planning meals, preparing and cooking foodstuffs; planning, supervising and coordinating the work of kitchen helpers; checking the quality of food; weighing, measuring and mixing ingredients according to recipes and personal judgement; regulating the temperature of ovens, grills, roasters and other cooking equipment; inspecting and cleaning the kitchen, kitchen equipment, serving areas, etc. to ensure safe and sanitary food handling practices; and operating large–volume cooking equipment such as grills, deep-fat fryers, or griddles."
513,Waiters and Bartenders,"Waiters and bartenders serve food and beverages in commercial dining and drinking places, clubs, institutions and canteens, on board ships and on passenger trains.","Tasks performed usually include: assisting in keeping bar properly stocked; washing used glassware and cleaning bar area; serving alcoholic and non-alcoholic drinks at a bar; setting tables with clean linen, cutlery, crockery and glassware; serving food and beverages; advising on the choice of wines and serving them; taking orders for food and/or drinks and passing order to kitchen; presenting bills and accepting payment.",5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Waiters and Bartenders

Definition:
Waiters and bartenders serve food and beverages in commercial dining and drinking places, clubs, institutions and canteens, on board ships and on passenger trains.

Tasks include:
Tasks performed usually include: assisting in keeping bar properly stocked; washing used glassware and cleaning bar area; serving alcoholic and non-alcoholic drinks at a bar; setting tables with clean linen, cutlery, crockery and glassware; serving food and beverages; advising on the choice of wines and serving them; taking orders for food and/or drinks and passing order to kitchen; presenting bills and accepting payment."
514,"Hairdressers, Beauticians and Related Workers","Hairdressers, beauticians and related workers cut and dress hair, shave and trim beards, give beauty treatment, apply cosmetics and make-up and give other kinds of treatment to individuals in order to improve their appearance.",Tasks performed usually include: discussing customers’ requirements; cutting and dressing hair; shaving and trimming beards; giving beauty treatment; applying cosmetics and make up; shaping and polishing finger- and toenails and treating minor ailments of the human foot; attending clients taking baths and administering elementary massage.,5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Hairdressers, Beauticians and Related Workers

Definition:
Hairdressers, beauticians and related workers cut and dress hair, shave and trim beards, give beauty treatment, apply cosmetics and make-up and give other kinds of treatment to individuals in order to improve their appearance.

Tasks include:
Tasks performed usually include: discussing customers’ requirements; cutting and dressing hair; shaving and trimming beards; giving beauty treatment; applying cosmetics and make up; shaping and polishing finger- and toenails and treating minor ailments of the human foot; attending clients taking baths and administering elementary massage."
515,Building and Housekeeping Supervisors,"Building and housekeeping supervisors coordinate, schedule and supervise the work of cleaners and other housekeeping staff in commercial, industrial and residential premises. They take responsibility for housekeeping and caretaking functions in hotels, offices, apartments, houses and private dwellings.","Tasks performed usually include: assigning tasks and inspecting building areas to see that cleaning, housekeeping and maintenance work has been done properly; issuing of supplies and equipment and inventory stocks to ensure that the supplies on hand are adequate; screening and hiring job applicants; training both new and experienced employees; recommending promotions, transfers or dismissals; performing some cleaning, housekeeping and maintenance tasks.",5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Building and Housekeeping Supervisors

Definition:
Building and housekeeping supervisors coordinate, schedule and supervise the work of cleaners and other housekeeping staff in commercial, industrial and residential premises. They take responsibility for housekeeping and caretaking functions in hotels, offices, apartments, houses and private dwellings.

Tasks include:
Tasks performed usually include: assigning tasks and inspecting building areas to see that cleaning, housekeeping and maintenance work has been done properly; issuing of supplies and equipment and inventory stocks to ensure that the supplies on hand are adequate; screening and hiring job applicants; training both new and experienced employees; recommending promotions, transfers or dismissals; performing some cleaning, housekeeping and maintenance tasks."
516,Other Personal Services Workers,"Other personal services workers recount past and predict future events in persons’ lives, provide companionship and other personal services, groom, train and care for animals, provide embalming and funeral services and train people to drive vehicles.","Tasks performed usually include: casting horoscopes; providing companionship or valet services and other personal services to clients; providing embalming and funeral services; feeding, handling, training and grooming animals; instructing students under actual driving conditions.",5,51,Service and Sales Workers,Personal Service Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Service Workers

Minor group:
Other Personal Services Workers

Definition:
Other personal services workers recount past and predict future events in persons’ lives, provide companionship and other personal services, groom, train and care for animals, provide embalming and funeral services and train people to drive vehicles.

Tasks include:
Tasks performed usually include: casting horoscopes; providing companionship or valet services and other personal services to clients; providing embalming and funeral services; feeding, handling, training and grooming animals; instructing students under actual driving conditions."
521,Street and Market Salespersons,Street and market salespersons sell goods from stalls on markets or in streets and prepare and sell hot or cold food and beverages ready for immediate consumption in streets and public places.,"Tasks performed usually include: obtaining permission to set up a stand at a particular place in streets, markets or other open spaces or to sell food and drinks on the street; buying or contracting a regular supply of products to be sold; erecting and dismantling stalls and stands; transporting, storing, loading and unloading products for sale; stacking, displaying and selling goods, food and drinks and accepting payment; wrapping and packing goods sold; preparing food and drinks for sale; pushing, pedalling or carrying handcart, trucks, trays or baskets to bring food and drinks to the desired place in the street, or to public places such as stations or cinemas; keeping accounts and maintaining a record of stock levels.",5,52,Service and Sales Workers,Sales Workers,"Major group:
Service and Sales Workers

Sub-major group:
Sales Workers

Minor group:
Street and Market Salespersons

Definition:
Street and market salespersons sell goods from stalls on markets or in streets and prepare and sell hot or cold food and beverages ready for immediate consumption in streets and public places.

Tasks include:
Tasks performed usually include: obtaining permission to set up a stand at a particular place in streets, markets or other open spaces or to sell food and drinks on the street; buying or contracting a regular supply of products to be sold; erecting and dismantling stalls and stands; transporting, storing, loading and unloading products for sale; stacking, displaying and selling goods, food and drinks and accepting payment; wrapping and packing goods sold; preparing food and drinks for sale; pushing, pedalling or carrying handcart, trucks, trays or baskets to bring food and drinks to the desired place in the street, or to public places such as stations or cinemas; keeping accounts and maintaining a record of stock levels."
522,Shop Aalespersons,"Shop salespersons sell a range of goods and services directly to the public or on behalf of retail and wholesale establishments. They explain functions and qualities of these goods and services, and may operate small shops or supervise the activities of shop sales assistants and cashiers.","Tasks performed usually include: determining customer requirements and advising on product range, price, delivery, warranties and product use and care; demonstrating, explaining and selling goods and services to customers; accepting payment for good and services by a variety of payment methods, and preparing sales invoices; undertaking or assisting with the ongoing management of stock such as product inventories, and participating in stock takes; stacking and displaying goods for sale, and wrapping and packing goods sold; determining product mix, stock and price levels for goods to be sold; supervising and coordinating the activities of shop sales assistants, checkout operators and other workers in supermarkets and department stores.",5,52,Service and Sales Workers,Sales Workers,"Major group:
Service and Sales Workers

Sub-major group:
Sales Workers

Minor group:
Shop Aalespersons

Definition:
Shop salespersons sell a range of goods and services directly to the public or on behalf of retail and wholesale establishments. They explain functions and qualities of these goods and services, and may operate small shops or supervise the activities of shop sales assistants and cashiers.

Tasks include:
Tasks performed usually include: determining customer requirements and advising on product range, price, delivery, warranties and product use and care; demonstrating, explaining and selling goods and services to customers; accepting payment for good and services by a variety of payment methods, and preparing sales invoices; undertaking or assisting with the ongoing management of stock such as product inventories, and participating in stock takes; stacking and displaying goods for sale, and wrapping and packing goods sold; determining product mix, stock and price levels for goods to be sold; supervising and coordinating the activities of shop sales assistants, checkout operators and other workers in supermarkets and department stores."
523,Cashiers and Ticket Clerks,"Cashiers and ticket clerks operate cash registers, optical price scanners, computers or other equipment to record and accept payment for the purchase of goods, services and admissions in settings such as stores, restaurants and ticket offices.","Tasks performed usually include: receiving and verifying payment by cash, cheque, credit card or automatic debit in stores, ticket offices or similar establishments; giving change and issuing receipts; issuing tickets at ticket offices, and taking corresponding payments; counting and recording money received or paid out and balancing against cash register sales records; receiving incoming cash, checking it against sales slips and other documents, and preparing it for deposit at a bank; operating cash registers to calculate total to be paid from or to clients; scanning, weighing and recording prices of goods; wrapping and placing merchandise in bags.",5,52,Service and Sales Workers,Sales Workers,"Major group:
Service and Sales Workers

Sub-major group:
Sales Workers

Minor group:
Cashiers and Ticket Clerks

Definition:
Cashiers and ticket clerks operate cash registers, optical price scanners, computers or other equipment to record and accept payment for the purchase of goods, services and admissions in settings such as stores, restaurants and ticket offices.

Tasks include:
Tasks performed usually include: receiving and verifying payment by cash, cheque, credit card or automatic debit in stores, ticket offices or similar establishments; giving change and issuing receipts; issuing tickets at ticket offices, and taking corresponding payments; counting and recording money received or paid out and balancing against cash register sales records; receiving incoming cash, checking it against sales slips and other documents, and preparing it for deposit at a bank; operating cash registers to calculate total to be paid from or to clients; scanning, weighing and recording prices of goods; wrapping and placing merchandise in bags."
524,Other Sales Workers,"Other sales workers display, demonstrate, display and sell goods, food and services, usually to the general public, in contexts other than sales in markets, streets and shops. This group includes sales workers not classified in Minor Groups 521: Street and Market Salespersons, 522: Shop Salespersons and 523: Cashiers and Ticket Clerks.","Tasks performed may include: displaying and demonstrating items for sale; posing for photographs, film and video, advertising, still photography or for artistic creation; answering questions and offering advice on the use of goods and services; taking orders and making arrangements for payment, delivery and collection of goods or for provision of services; selling goods and services and soliciting business by approaching potential customers by going from door to door or using the telephone or other electronic communications media; selling fuel, lubricants and other automotive products at service stations; providing services such as fuelling, cleaning, lubricating and performing minor repairs to motor vehicles.",5,52,Service and Sales Workers,Sales Workers,"Major group:
Service and Sales Workers

Sub-major group:
Sales Workers

Minor group:
Other Sales Workers

Definition:
Other sales workers display, demonstrate, display and sell goods, food and services, usually to the general public, in contexts other than sales in markets, streets and shops. This group includes sales workers not classified in Minor Groups 521: Street and Market Salespersons, 522: Shop Salespersons and 523: Cashiers and Ticket Clerks.

Tasks include:
Tasks performed may include: displaying and demonstrating items for sale; posing for photographs, film and video, advertising, still photography or for artistic creation; answering questions and offering advice on the use of goods and services; taking orders and making arrangements for payment, delivery and collection of goods or for provision of services; selling goods and services and soliciting business by approaching potential customers by going from door to door or using the telephone or other electronic communications media; selling fuel, lubricants and other automotive products at service stations; providing services such as fuelling, cleaning, lubricating and performing minor repairs to motor vehicles."
531,Child Care Workers and Teachers' Aides,"Child care workers and teachers' aides provide care and supervision for children in schools, residential homes and child care facilities.","Tasks performed usually include: assisting children individually to learn social skills; demonstrating, supervising and participating in activities that enhance the physical, social, emotional and intellectual development of children in schools and pre-schools; assisting in preparation of materials and equipment for children's education and recreational activities before school, after school, during vacation and in day care centres.",5,53,Service and Sales Workers,Personal Care Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Care Workers

Minor group:
Child Care Workers and Teachers' Aides

Definition:
Child care workers and teachers' aides provide care and supervision for children in schools, residential homes and child care facilities.

Tasks include:
Tasks performed usually include: assisting children individually to learn social skills; demonstrating, supervising and participating in activities that enhance the physical, social, emotional and intellectual development of children in schools and pre-schools; assisting in preparation of materials and equipment for children's education and recreational activities before school, after school, during vacation and in day care centres."
532,Personal Care Workers in Health Services,"Personal care workers in health services provide personal care and assistance with mobility and activities of daily living to patients and elderly, convalescent and disabled people in health care and residential settings.","Tasks performed usually include: assisting patients with mobility, personal care and communication needs; sterilising surgical and other instruments and equipment; observing and reporting concerns to the appropriate medical or social service workers, preparing patients for examination and treatment and participating in planning the care of individuals.",5,53,Service and Sales Workers,Personal Care Workers,"Major group:
Service and Sales Workers

Sub-major group:
Personal Care Workers

Minor group:
Personal Care Workers in Health Services

Definition:
Personal care workers in health services provide personal care and assistance with mobility and activities of daily living to patients and elderly, convalescent and disabled people in health care and residential settings.

Tasks include:
Tasks performed usually include: assisting patients with mobility, personal care and communication needs; sterilising surgical and other instruments and equipment; observing and reporting concerns to the appropriate medical or social service workers, preparing patients for examination and treatment and participating in planning the care of individuals."
541,Protective Services Workers,"Protective services workers protect individuals and property against fire and other hazards, maintain law and order and enforce laws and regulations.","Tasks performed usually include: preventing, fighting and extinguishing fires; rescuing people from burning buildings and accident sites and those trapped in dangerous situations; maintaining law and order, enforcing laws and regulations, patrolling public areas and arresting suspected offenders; directing traffic and assuming authority in the event of accidents; watching over and maintaining order among inmates of prisons, reformatories or penitentiaries; patrolling or monitoring premises to guard property against theft and vandalism, controlling access to establishments and maintaining order and enforcing regulations at public events and within establishments. Supervision of other workers may be included.",5,54,Service and Sales Workers,Protective Services Workers,"Major group:
Service and Sales Workers

Sub-major group:
Protective Services Workers

Minor group:
Protective Services Workers

Definition:
Protective services workers protect individuals and property against fire and other hazards, maintain law and order and enforce laws and regulations.

Tasks include:
Tasks performed usually include: preventing, fighting and extinguishing fires; rescuing people from burning buildings and accident sites and those trapped in dangerous situations; maintaining law and order, enforcing laws and regulations, patrolling public areas and arresting suspected offenders; directing traffic and assuming authority in the event of accidents; watching over and maintaining order among inmates of prisons, reformatories or penitentiaries; patrolling or monitoring premises to guard property against theft and vandalism, controlling access to establishments and maintaining order and enforcing regulations at public events and within establishments. Supervision of other workers may be included."
611,Market Gardeners and Crop Growers,"Market gardeners and crop growers plan, organize and perform operations to grow and harvest field crops, to grow fruit and other tree and shrub crops, to grow garden vegetables and medicinal and other plants; and to produce horticultural and horticultural nurseries products, for sale or delivery on a regular basis to wholesale buyers, marketing organisations or at markets.","Tasks performed usually include: monitoring market activity and conditions, determining types and quantities of crops to be grown, and planning and coordinating production accordingly; purchasing seeds, bulbs and fertilizer; investing in land and land improvements; preparing land and sowing, planting, cultivating and harvesting various crops; tending working animals and maintaining farm buildings, machinery and equipment; producing saplings, bulbs and seeds; storing and carrying out some processing of produce; delivering or marketing farm products. Supervision of other workers may be included.",6,61,"Skilled Agricultural, Forestry and Fishery Workers",Market-oriented Skilled Agricultural Workers,"Major group:
Skilled Agricultural, Forestry and Fishery Workers

Sub-major group:
Market-oriented Skilled Agricultural Workers

Minor group:
Market Gardeners and Crop Growers

Definition:
Market gardeners and crop growers plan, organize and perform operations to grow and harvest field crops, to grow fruit and other tree and shrub crops, to grow garden vegetables and medicinal and other plants; and to produce horticultural and horticultural nurseries products, for sale or delivery on a regular basis to wholesale buyers, marketing organisations or at markets.

Tasks include:
Tasks performed usually include: monitoring market activity and conditions, determining types and quantities of crops to be grown, and planning and coordinating production accordingly; purchasing seeds, bulbs and fertilizer; investing in land and land improvements; preparing land and sowing, planting, cultivating and harvesting various crops; tending working animals and maintaining farm buildings, machinery and equipment; producing saplings, bulbs and seeds; storing and carrying out some processing of produce; delivering or marketing farm products. Supervision of other workers may be included."
612,Animal Producers,"Animal producers plan, organize and perform farming operations to breed and raise domesticated animals, poultry, insects and non-domesticated animals for the production of meat, dairy products, honey, skins, textiles and other products, or for use as working, sporting or recreational animals, for sale or delivery to wholesale buyers, marketing organizations or at markets.","Task performed usually include: monitoring market activity and conditions, determining kinds and amounts of products to produce and planning and coordinating production accordingly; raising, feeding and tending animals; preparing animals or animal products for market; monitoring and examining animals to detect illness, injury, or disease, and to check physical condition such as rate of weight gain; performing duties related to animal reproduction, such as breeding, artificial insemination and helping with animal births; renting or investing in and maintaining and cleaning buildings, machinery, equipment and structures; storing and carrying out some processing of produce; promoting and marketing products, arranging the sale, purchase and transportation of stock, produce and supplies, and maintaining and evaluating records of activities and transactions; training and supervising workers in animal care procedures, maintenance duties and health and safety precautions, and hiring and discharging workers and contractors.",6,61,"Skilled Agricultural, Forestry and Fishery Workers",Market-oriented Skilled Agricultural Workers,"Major group:
Skilled Agricultural, Forestry and Fishery Workers

Sub-major group:
Market-oriented Skilled Agricultural Workers

Minor group:
Animal Producers

Definition:
Animal producers plan, organize and perform farming operations to breed and raise domesticated animals, poultry, insects and non-domesticated animals for the production of meat, dairy products, honey, skins, textiles and other products, or for use as working, sporting or recreational animals, for sale or delivery to wholesale buyers, marketing organizations or at markets.

Tasks include:
Task performed usually include: monitoring market activity and conditions, determining kinds and amounts of products to produce and planning and coordinating production accordingly; raising, feeding and tending animals; preparing animals or animal products for market; monitoring and examining animals to detect illness, injury, or disease, and to check physical condition such as rate of weight gain; performing duties related to animal reproduction, such as breeding, artificial insemination and helping with animal births; renting or investing in and maintaining and cleaning buildings, machinery, equipment and structures; storing and carrying out some processing of produce; promoting and marketing products, arranging the sale, purchase and transportation of stock, produce and supplies, and maintaining and evaluating records of activities and transactions; training and supervising workers in animal care procedures, maintenance duties and health and safety precautions, and hiring and discharging workers and contractors."
613,Mixed Crop and Animal Producers,"Mixed crop and animal producers plan, organize and perform farming operations to grow and harvest field, tree and various other crops, as well as to breed, raise and tend animals and to produce a variety of animal husbandry products, for sale or delivery to wholesale buyers, marketing organizations or at markets.","Tasks performed usually include: monitoring market activity and conditions, determining kinds and amounts of crops to be grown and animals to be raised, and planning and coordinating production accordingly; purchasing seeds, fertilizer and other supplies; performing operations such as land preparation and sowing, planting, cultivating and harvesting crops; producing or buying fodder and other food supplies; breeding, raising and tending animals; killing and skinning animals, and preparing animals or animal products for market; renting or investing in, and maintaining and cleaning, farm buildings, machinery, equipment and structures; storing and carrying out some processing of produce; promoting and marketing products, arranging the sale, purchase and transportation of livestock, produce and supplies, and maintaining and evaluating records of farm activities and transactions; training and supervising workers in animal care procedures, maintenance duties and health and safety precautions, and hiring and discharging workers and contractors.",6,61,"Skilled Agricultural, Forestry and Fishery Workers",Market-oriented Skilled Agricultural Workers,"Major group:
Skilled Agricultural, Forestry and Fishery Workers

Sub-major group:
Market-oriented Skilled Agricultural Workers

Minor group:
Mixed Crop and Animal Producers

Definition:
Mixed crop and animal producers plan, organize and perform farming operations to grow and harvest field, tree and various other crops, as well as to breed, raise and tend animals and to produce a variety of animal husbandry products, for sale or delivery to wholesale buyers, marketing organizations or at markets.

Tasks include:
Tasks performed usually include: monitoring market activity and conditions, determining kinds and amounts of crops to be grown and animals to be raised, and planning and coordinating production accordingly; purchasing seeds, fertilizer and other supplies; performing operations such as land preparation and sowing, planting, cultivating and harvesting crops; producing or buying fodder and other food supplies; breeding, raising and tending animals; killing and skinning animals, and preparing animals or animal products for market; renting or investing in, and maintaining and cleaning, farm buildings, machinery, equipment and structures; storing and carrying out some processing of produce; promoting and marketing products, arranging the sale, purchase and transportation of livestock, produce and supplies, and maintaining and evaluating records of farm activities and transactions; training and supervising workers in animal care procedures, maintenance duties and health and safety precautions, and hiring and discharging workers and contractors."
